Fung.,A.I.,Isolate,Code,Date Plated,Date Measured,DPI,Rate (ppm),Rep,Length (mm),Width (mm)
Cabrio,Pyraclostrobin,LrwHC-1,SB15,2023-08-04,2023-08-11,7,0,3,84,84
Cabrio,Pyraclostrobin,LrwHC-1,SB15,2023-08-04,2023-08-11,7,0.01,1,84,84
Cabrio,Pyraclostrobin,LrwHC-1,SB15,2023-08-04,2023-08-11,7,0.01,2,84,84
Cabrio,Pyraclostrobin,LrwHC-1,SB15,2023-08-04,2023-08-11,7,0.01,3,81.1,84
Cabrio,Pyraclostrobin,LrwHC-1,SB15,2023-08-04,2023-08-11,7,0.1,1,75.23,73.73
Cabrio,Pyraclostrobin,LrwHC-1,SB15,2023-08-04,2023-08-11,7,0.1,2,84,84
Cabrio,Pyraclostrobin,LrwHC-1,SB15,2023-08-04,2023-08-11,7,0.1,3,81.39,76.96
Cabrio,Pyraclostrobin,LrwHC-1,SB15,2023-08-04,2023-08-11,7,1,1,39.33,32.97
Cabrio,Pyraclostrobin,LrwHC-1,SB15,2023-08-04,2023-08-11,7,1,2,68.78,76.94
Cabrio,Pyraclostrobin,LrwHC-1,SB15,2023-08-04,2023-08-11,7,1,3,60.33,51.85
Cabrio,Pyraclostrobin,LrwHC-1,SB15,2023-08-04,2023-08-11,7,10,1,32.42,32.37
Cabrio,Pyraclostrobin,LrwHC-1,SB15,2023-08-04,2023-08-11,7,10,2,38.5,40.06
Cabrio,Pyraclostrobin,LrwHC-1,SB15,2023-08-04,2023-08-11,7,10,3,44.08,47.54
Cabrio,Pyraclostrobin,LrwHC-1,SB15,2023-08-04,2023-08-11,7,100,1,43.89,44.38
Cabrio,Pyraclostrobin,LrwHC-1,SB15,2023-08-04,2023-08-11,7,100,2,42.17,44.68
Cabrio,Pyraclostrobin,LrwHC-1,SB15,2023-08-04,2023-08-11,7,100,3,41.82,40.19
Cabrio,Pyraclostrobin,LrwHC-1,SB15,2023-08-04,2023-08-11,7,500,1,25.71,25.21
Cabrio,Pyraclostrobin,LrwHC-1,SB15,2023-08-04,2023-08-11,7,500,2,25.31,21.56
Cabrio,Pyraclostrobin,LrwHC-1,SB15,2023-08-04,2023-08-11,7,500,3,47.89,44.57
Cabrio,Pyraclostrobin,LrwHC-1,SB15,2023-08-04,2023-08-11,7,1000,1,20.27,17.85
Cabrio,Pyraclostrobin,LrwHC-1,SB15,2023-08-04,2023-08-11,7,1000,2,36.35,27.01
Cabrio,Pyraclostrobin,LrwHC-1,SB15,2023-08-04,2023-08-11,7,1000,3,17.79,13.51
Inspire,Difenoconazole ,Gla18-38,SB11,2023-08-04,2023-08-11,7,0,1,62.44,63.17
Inspire,Difenoconazole ,Gla18-38,SB11,2023-08-04,2023-08-11,7,0,2,37.14,35.6
Inspire,Difenoconazole ,Gla18-38,SB11,2023-08-04,2023-08-11,7,0,3,54.03,51.12
Inspire,Difenoconazole ,Gla18-38,SB11,2023-08-04,2023-08-11,7,0.01,1,13.38,12.02
Inspire,Difenoconazole ,Gla18-38,SB11,2023-08-04,2023-08-11,7,0.01,2,23.93,22.81
Inspire,Difenoconazole ,Gla18-38,SB11,2023-08-04,2023-08-11,7,0.01,3,13.2,12.12
Inspire,Difenoconazole ,Gla18-38,SB11,2023-08-04,2023-08-11,7,0.1,1,10,7.11
Inspire,Difenoconazole ,Gla18-38,SB11,2023-08-04,2023-08-11,7,0.1,2,0,0
Inspire,Difenoconazole ,Gla18-38,SB11,2023-08-04,2023-08-11,7,0.1,3,0,0
Inspire,Difenoconazole ,Gla18-38,SB11,2023-08-04,2023-08-11,7,1,1,0,0
Inspire,Difenoconazole ,Gla18-38,SB11,2023-08-04,2023-08-11,7,1,2,0,0
Inspire,Difenoconazole ,Gla18-38,SB11,2023-08-04,2023-08-11,7,1,3,0,0
Inspire,Difenoconazole ,Gla18-38,SB11,2023-08-04,2023-08-11,7,10,1,0,0
Inspire,Difenoconazole ,Gla18-38,SB11,2023-08-04,2023-08-11,7,10,2,0,0
Inspire,Difenoconazole ,Gla18-38,SB11,2023-08-04,2023-08-11,7,10,3,0,0
Inspire,Difenoconazole ,Gla18-38,SB11,2023-08-04,2023-08-11,7,100,1,0,0
Inspire,Difenoconazole ,Gla18-38,SB11,2023-08-04,2023-08-11,7,100,2,0,0
Inspire,Difenoconazole ,Gla18-38,SB11,2023-08-04,2023-08-11,7,100,3,0,0
Inspire,Difenoconazole ,Gla18-38,SB11,2023-08-04,2023-08-11,7,500,1,0,0
Inspire,Difenoconazole ,Gla18-38,SB11,2023-08-04,2023-08-11,7,500,2,0,0
Inspire,Difenoconazole ,Gla18-38,SB11,2023-08-04,2023-08-11,7,500,3,0,0
Inspire,Difenoconazole ,Gla18-38,SB11,2023-08-04,2023-08-11,7,1000,1,0,0
Inspire,Difenoconazole ,Gla18-38,SB11,2023-08-04,2023-08-11,7,1000,2,0,0
Inspire,Difenoconazole ,Gla18-38,SB11,2023-08-04,2023-08-11,7,1000,3,0,0
Inspire,Difenoconazole ,LrwHC-1,SB15,2023-08-04,2023-08-11,7,10,1,12.57,13.25
Inspire,Difenoconazole ,LrwHC-1,SB15,2023-08-04,2023-08-11,7,10,2,0,0
Inspire,Difenoconazole ,LrwHC-1,SB15,2023-08-04,2023-08-11,7,10,3,0,0
Inspire,Difenoconazole ,LrwHC-1,SB15,2023-08-04,2023-08-11,7,100,1,0,0
Inspire,Difenoconazole ,LrwHC-1,SB15,2023-08-04,2023-08-11,7,100,2,0,0
Inspire,Difenoconazole ,LrwHC-1,SB15,2023-08-04,2023-08-11,7,100,3,0,0
